tag.ID,minutes,Subdistrict,Stock,days,year
4275,930,Unalakleet,Unalakleet,0.645833333,2020
4295,825,Unalakleet,Unalakleet,0.572916667,2020
430,930,Unalakleet,Unalakleet,0.645833333,2021
4315,270,Unalakleet,Unalakleet,0.1875,2020
4335,750,Unalakleet,Unalakleet,0.520833333,2020
4375,1530,Unalakleet,Unalakleet,1.0625,2020
4415,3825,Unalakleet,Unalakleet,2.65625,2020
4435,4845,Unalakleet,Unalakleet,3.364583333,2020
4470,900,Unalakleet,Unalakleet,0.625,2021
4475,855,Unalakleet,Unalakleet,0.59375,2020
4495,3390,Unalakleet,Unalakleet,2.354166667,2020
450,945,Unalakleet,Unalakleet,0.65625,2021
4515,945,Unalakleet,Unalakleet,0.65625,2020
4535,3705,Unalakleet,Unalakleet,2.572916667,2020
4550,2400,Unalakleet,Unalakleet,1.666666667,2021
4555,885,Unalakleet,Unalakleet,0.614583333,2020
4575,4905,Unalakleet,Unalakleet,3.40625,2020
4595,690,Unalakleet,Unalakleet,0.479166667,2020
4615,2295,Unalakleet,Unalakleet,1.59375,2020
4655,4170,Unalakleet,Unalakleet,2.895833333,2020
4675,7245,Unalakleet,Unalakleet,5.03125,2020
4695,180,Unalakleet,Unalakleet,0.125,2020
470,7590,Unalakleet,Unalakleet,5.270833333,2021
4710,12930,Unalakleet,Unalakleet,8.979166667,2021
4735,210,Unalakleet,Unalakleet,0.145833333,2020
475,4560,Unalakleet,Unalakleet,3.166666667,2020
4755,675,Unalakleet,Unalakleet,0.46875,2020
4775,285,Unalakleet,Unalakleet,0.197916667,2020
4795,1005,Unalakleet,Unalakleet,0.697916667,2020
4815,510,Unalakleet,Unalakleet,0.354166667,2020
4835,720,Unalakleet,Unalakleet,0.5,2020
4850,3075,Unalakleet,Unalakleet,2.135416667,2021
4855,1665,Unalakleet,Unalakleet,1.15625,2020
4875,1200,Unalakleet,Unalakleet,0.833333333,2020
4895,900,Unalakleet,Unalakleet,0.625,2020
490,2550,Unalakleet,Unalakleet,1.770833333,2021
4935,1245,Unalakleet,Unalakleet,0.864583333,2020
4955,9585,Unalakleet,Unalakleet,6.65625,2020
4995,3975,Unalakleet,Unalakleet,2.760416667,2020
5030,855,Unalakleet,Unalakleet,0.59375,2021
5035,1245,Unalakleet,Unalakleet,0.864583333,2020
5070,420,Unalakleet,Unalakleet,0.291666667,2021
5075,1020,Unalakleet,Unalakleet,0.708333333,2020
510,4395,Unalakleet,Unalakleet,3.052083333,2021
515,8865,Unalakleet,Unalakleet,6.15625,2020
5175,645,Unalakleet,Unalakleet,0.447916667,2020
5190,975,Unalakleet,Unalakleet,0.677083333,2021
5195,2580,Unalakleet,Unalakleet,1.791666667,2020
5215,15150,Unalakleet,Unalakleet,10.52083333,2020
5235,1035,Unalakleet,Unalakleet,0.71875,2020
5255,990,Unalakleet,Unalakleet,0.6875,2020
5270,1080,Unalakleet,Unalakleet,0.75,2021
5295,7035,Unalakleet,Unalakleet,4.885416667,2020
5310,555,Unalakleet,Unalakleet,0.385416667,2021
5315,195,Unalakleet,Unalakleet,0.135416667,2020
5335,900,Unalakleet,Unalakleet,0.625,2020
535,4590,Unalakleet,Unalakleet,3.1875,2020
5410,675,Unalakleet,Unalakleet,0.46875,2021
5450,6165,Unalakleet,Unalakleet,4.28125,2021
5470,1275,Unalakleet,Unalakleet,0.885416667,2021
5510,1080,Unalakleet,Unalakleet,0.75,2021
5515,990,Unalakleet,Unalakleet,0.6875,2020
5535,465,Unalakleet,Unalakleet,0.322916667,2020
555,2430,Unalakleet,Unalakleet,1.6875,2020
5555,930,Unalakleet,Unalakleet,0.645833333,2020
5575,915,Unalakleet,Unalakleet,0.635416667,2020
5595,1755,Unalakleet,Unalakleet,1.21875,2020
5655,2820,Unalakleet,Unalakleet,1.958333333,2020
570,1395,Unalakleet,Unalakleet,0.96875,2021
5735,1785,Unalakleet,Unalakleet,1.239583333,2020
575,3690,Unalakleet,Unalakleet,2.5625,2020
5795,735,Unalakleet,Unalakleet,0.510416667,2020
5815,660,Unalakleet,Unalakleet,0.458333333,2020
590,4845,Unalakleet,Unalakleet,3.364583333,2021
5915,3615,Unalakleet,Unalakleet,2.510416667,2020
5955,765,Unalakleet,Unalakleet,0.53125,2020
6055,735,Unalakleet,Unalakleet,0.510416667,2020
6095,1065,Unalakleet,Unalakleet,0.739583333,2020
610,990,Unalakleet,Unalakleet,0.6875,2021
6115,1140,Unalakleet,Unalakleet,0.791666667,2020
6135,6915,Unalakleet,Unalakleet,4.802083333,2020
615,2640,Unalakleet,Unalakleet,1.833333333,2020
6175,3975,Unalakleet,Unalakleet,2.760416667,2020
630,1905,Unalakleet,Unalakleet,1.322916667,2021
650,780,Unalakleet,Unalakleet,0.541666667,2021
6575,2415,Unalakleet,Unalakleet,1.677083333,2020
670,1230,Unalakleet,Unalakleet,0.854166667,2021
675,945,Unalakleet,Unalakleet,0.65625,2020
6755,945,Unalakleet,Unalakleet,0.65625,2020
6815,1905,Unalakleet,Unalakleet,1.322916667,2020
690,18600,Unalakleet,Unalakleet,12.91666667,2021
6955,2415,Unalakleet,Unalakleet,1.677083333,2020
6995,585,Unalakleet,Unalakleet,0.40625,2020
7015,2100,Unalakleet,Unalakleet,1.458333333,2020
710,5955,Unalakleet,Unalakleet,4.135416667,2021
7135,1155,Unalakleet,Unalakleet,0.802083333,2020
715,28485,Unalakleet,Unalakleet,19.78125,2020
7215,630,Unalakleet,Unalakleet,0.4375,2020
7235,2010,Unalakleet,Unalakleet,1.395833333,2020
735,3930,Unalakleet,Unalakleet,2.729166667,2020
7395,3690,Unalakleet,Unalakleet,2.5625,2020
7415,4815,Unalakleet,Unalakleet,3.34375,2020
7475,975,Unalakleet,Unalakleet,0.677083333,2020
75,3105,Unalakleet,Unalakleet,2.15625,2020
770,12390,Unalakleet,Unalakleet,8.604166667,2021
7835,705,Unalakleet,Unalakleet,0.489583333,2020
7955,1395,Unalakleet,Unalakleet,0.96875,2020
815,4800,Unalakleet,Unalakleet,3.333333333,2020
835,4170,Unalakleet,Unalakleet,2.895833333,2020
870,5505,Unalakleet,Unalakleet,3.822916667,2021
890,3450,Unalakleet,Unalakleet,2.395833333,2021
935,6360,Unalakleet,Unalakleet,4.416666667,2020
955,8430,Unalakleet,Unalakleet,5.854166667,2020
970,2760,Unalakleet,Unalakleet,1.916666667,2021
995,540,Unalakleet,Unalakleet,0.375,2020
1010,7410,Unalakleet,Transitory,5.145833333,2021
1375,645,Unalakleet,Transitory,0.447916667,2020
1430,1965,Unalakleet,Transitory,1.364583333,2021
1435,2625,Unalakleet,Transitory,1.822916667,2020
1655,4095,Unalakleet,Transitory,2.84375,2020
1835,2490,Unalakleet,Transitory,1.729166667,2020
2055,2985,Unalakleet,Transitory,2.072916667,2020
2195,2535,Unalakleet,Transitory,1.760416667,2020
2455,2235,Unalakleet,Transitory,1.552083333,2020
2535,2565,Unalakleet,Transitory,1.78125,2020
2835,2310,Unalakleet,Transitory,1.604166667,2020
2895,2100,Unalakleet,Transitory,1.458333333,2020
3375,5835,Unalakleet,Transitory,4.052083333,2020
3995,1560,Unalakleet,Transitory,1.083333333,2020
4175,8685,Unalakleet,Transitory,6.03125,2020
4235,1770,Unalakleet,Transitory,1.229166667,2020
4350,45,Unalakleet,Transitory,0.03125,2021
4355,1680,Unalakleet,Transitory,1.166666667,2020
5095,4185,Unalakleet,Transitory,2.90625,2020
5110,2280,Unalakleet,Transitory,1.583333333,2021
5210,3165,Unalakleet,Transitory,2.197916667,2021
5355,30,Unalakleet,Transitory,0.020833333,2020
5415,1890,Unalakleet,Transitory,1.3125,2020
5475,2130,Unalakleet,Transitory,1.479166667,2020
5495,4245,Unalakleet,Transitory,2.947916667,2020
5675,10710,Unalakleet,Transitory,7.4375,2020
5715,5040,Unalakleet,Transitory,3.5,2020
5875,3750,Unalakleet,Transitory,2.604166667,2020
5995,2715,Unalakleet,Transitory,1.885416667,2020
6335,3810,Unalakleet,Transitory,2.645833333,2020
6415,2430,Unalakleet,Transitory,1.6875,2020
6635,3180,Unalakleet,Transitory,2.208333333,2020
7055,2415,Unalakleet,Transitory,1.677083333,2020
7695,1980,Unalakleet,Transitory,1.375,2020
7895,825,Unalakleet,Transitory,0.572916667,2020
930,16110,Unalakleet,Transitory,11.1875,2021
