mcode,capture.date,stat.week,tag.group,card.no,fish.no,swim.dir,time.in,sex,length,time.out,species,notes,age,lat,long,mesh.size,secchi.dis,secchi.re,air.temp,water.temp,wind.sp,wind.dir,cloud.cov
710,8/10/2021,33,1,5,7,,14:26,M,568,14:32,coho,,,63.91186,-160.81835,5-5/8 in,0.75,0.5,,50.02,2.5,NW,25
730,8/12/2021,33,1,6,1,S,9:50,F,565,9:55,coho,,,63.91186,-160.81835,5-5/8 in,0.5,0.25,,50.02,10,NW,0
750,8/12/2021,33,1,6,2,S,10:10,M,516,10:14,coho,,,63.91186,-160.81835,5-5/8 in,0.5,0.25,,50.02,10,NW,0
770,8/12/2021,33,1,6,3,S,10:11,M,548,10:16,coho,,,63.91186,-160.81835,5-5/8 in,0.5,0.25,,50.02,10,NW,0
790,8/12/2021,33,1,6,4,N,10:19,M,549,10:22,coho,,,63.91186,-160.81835,5-5/8 in,0.5,0.25,,50.02,10,NW,0
810,8/17/2021,34,1,7,5,S,11:30,F,570,11:37,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
830,8/17/2021,34,1,7,4,S,11:19,M,544,11:26,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
850,8/17/2021,34,1,7,3,S,10:43,M,567,10:49,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
870,8/17/2021,34,1,7,2,S,10:19,F,561,10:24,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
890,8/17/2021,34,1,7,1,S,9:59,M,596,10:05,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
910,8/17/2021,34,2,7,6,S,11:30,M,566,11:39,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
930,8/17/2021,34,2,7,7,S,11:39,M,543,11:43,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
950,8/17/2021,34,2,7,8,S,11:58,M,430,12:01,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
970,8/17/2021,34,2,7,9,S,11:58,M,494,12:03,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
990,8/17/2021,34,2,7,10,S,12:20,F,551,12:27,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
1010,8/17/2021,34,2,8,1,S,12:28,M,553,12:31,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
1030,8/17/2021,34,2,8,2,S,12:35,M,526,12:41,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
1050,8/17/2021,34,2,8,3,S,12:56,M,525,13:01,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
1070,8/17/2021,34,2,8,4,S,13:03,M,515,13:09,coho,,,63.94366,-160.84396,5-5/8 in,0.75,0.5,51,52,3.5,N,50
1090,8/22/2021,35,2,9,1,N,9:31,F,533,9:37,coho,,,63.89247,-160.80774,5-5/8 in,0.5,0.1,44,,13,E,85
1110,8/22/2021,35,2,9,2,S,9:55,F,556,10:00,coho,,,63.93864,-160.80104,5-5/8 in,0.5,0.1,48,,3.5,E,100
1130,8/22/2021,35,2,9,3,S,10:40,M,551,11:30,coho,,,63.93864,-160.80104,5-5/8 in,0.5,0.1,48,,3.5,E,100
1150,8/22/2021,35,2,9,4,N,11:29,M,554,11:37,coho,,,63.98006,-160.88265,5-5/8 in,1,0.5,50,,2,E,100
1170,8/22/2021,35,2,9,5,N,12:23,M,495,12:27,coho,,,63.98006,-160.88265,5-5/8 in,1,0.5,50,,2,E,100
1190,8/23/2021,35,2,10,1,S,10:49,M,537,10:55,coho,,,64.07451,-160.94801,5-5/8 in,1.5,1,49,,3,E,75
1210,8/22/2021,35,2,9,5,S,12:20,F,537,12:32,coho,,,63.98006,-160.88265,5-5/8 in,1,0.5,50,,2,E,100
1230,8/23/2021,35,2,10,2,S,12:03,M,551,12:10,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1250,8/23/2021,35,2,10,3,N,12:05,F,532,12:12,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1270,8/23/2021,35,2,10,4,S,12:15,M,517,12:20,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1290,8/23/2021,35,2,10,5,S,12:15,M,540,12:22,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1310,8/23/2021,35,2,10,6,S,12:15,M,559,12:25,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1330,8/23/2021,35,2,10,7,S,12:16,M,567,12:26,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1350,8/23/2021,35,2,10,8,S,12:38,M,528,12:45,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1370,8/23/2021,35,2,10,9,S,12:48,M,560,12:53,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1390,8/23/2021,35,2,10,10,N,13:13,F,554,13:18,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1410,8/23/2021,35,2,11,11,N,13:18,F,556,13:20,coho,11th scale on card 10,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1430,8/23/2021,35,2,11,1,N,13:22,M,531,13:26,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1450,8/23/2021,35,2,11,2,N,13:32,F,545,13:37,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1470,8/23/2021,35,2,11,3,S,13:50,F,562,13:53,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1490,8/23/2021,35,2,11,4,N,13:55,F,591,14:07,coho,gash on right side,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1510,8/23/2021,35,2,11,5,N,13:58,F,578,14:07,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1530,8/23/2021,35,2,11,6,N,14:04,F,582,14:08,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1550,8/23/2021,35,2,11,7,,14:11,M,595,14:30,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1570,8/23/2021,35,2,11,8,S,14:16,F,573,14:30,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1590,8/23/2021,35,2,11,9,S,14:18,F,546,14:30,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,,3,E,90
1610,8/23/2021,35,2,,1,N,14:37,F,546,15:18,coho,no scale cards,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1630,8/23/2021,35,2,,2,S,14:37,M,556,15:18,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1650,8/23/2021,35,2,,3,S,14:37,F,545,15:18,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1670,8/23/2021,35,2,,4,S,14:40,F,556,15:18,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1690,8/23/2021,35,2,,5,S,14:41,M,523,15:18,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1710,8/23/2021,35,3,,6,N,15:03,F,525,15:18,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1730,8/23/2021,35,3,,7,N,15:03,M,569,15:18,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1750,8/23/2021,35,3,,8,,15:10,F,588,15:18,coho,chum?,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1770,8/23/2021,35,3,,9,,15:13,M,539,15:19,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1790,8/23/2021,35,3,,10,S,15:15,F,596,15:20,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1810,8/23/2021,35,3,,1,,15:25,F,566,15:34,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1830,8/23/2021,35,3,,2,N,15:29,F,530,15:34,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1850,8/23/2021,35,3,,3,S,15:48,M,577,16:00,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1870,8/23/2021,35,3,,4,,15:54,M,537,16:03,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,,3,E,50
1890,8/24/2021,35,3,11,2,N,10:16,F,532,19:30,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
1910,8/24/2021,35,3,11,3,N,10:17,M,521,10:26,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
1930,8/24/2021,35,3,11,4,N,10:33,M,534,10:39,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
1950,8/24/2021,35,3,11,5,N,10:34,F,550,10:41,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
1970,8/24/2021,35,3,11,6,S,10:35,F,599,10:43,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
1990,8/24/2021,35,3,11,7,N,10:36,F,573,10:46,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2010,8/24/2021,35,3,11,8,S,10:55,M,527,11:02,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2030,8/24/2021,35,3,11,9,S,11:06,F,571,11:15,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2050,8/24/2021,35,3,11,10,N,11:07,M,541,11:17,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2070,8/24/2021,35,3,11,11,N,11:07,F,623,11:20,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2090,8/24/2021,35,3,12,1,N,11:09,F,561,11:22,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2110,8/24/2021,35,3,12,2,N,11:09,F,556,11:25,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2130,8/24/2021,35,3,12,3,N,11:10,M,503,11:28,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2150,8/24/2021,35,3,12,4,N,11:37,M,521,11:45,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2170,8/24/2021,35,3,12,5,N,11:37,M,560,11:48,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2190,8/24/2021,35,3,12,6,N,11:37,F,561,11:54,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2210,8/24/2021,35,3,12,7,N,11:37,F,570,11:56,coho,,,63.99048,-160.89789,5-5/8 in,,,,,4,E,95
2230,8/24/2021,35,3,13,1,S,12:49,F,556,12:54,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2250,8/24/2021,35,3,13,2,N,12:56,M,489,13:08,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2270,8/24/2021,35,3,13,3,N,13:00,F,559,13:10,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2290,8/24/2021,35,3,13,4,N,13:00,M,559,13:16,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2310,8/24/2021,35,3,13,5,N,13:22,F,565,13:29,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2330,8/24/2021,35,3,13,6,N,13:34,M,629,13:46,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2350,8/24/2021,35,3,13,7,S,13:35,M,638,12:42,coho,big lump on left side,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2370,8/24/2021,35,3,13,8,S,14:06,M,598,14:13,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2390,8/24/2021,35,3,13,9,S,14:06,M,565,14:18,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2410,8/24/2021,35,3,13,10,S,14:28,F,529,14:34,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2430,8/24/2021,35,3,14,1,S,14:42,M,540,14:50,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2450,8/24/2021,35,3,14,2,S,14:43,F,563,14:51,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2470,8/24/2021,35,3,14,3,N,15:03,F,603,15:20,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
2490,8/24/2021,35,3,14,4,S,15:07,M,510,15:22,coho,bad scales,,63.91177,-160.81755,5-5/8 in,1.2,1,,,3,NW,90
4110,8/2/2021,32,1,1,1,S,18:56,M,533,19:03,coho,,,64.20762,-160.95227,5-7/8 in,1,0.8,,61,,,25
4130,8/2/2021,32,1,1,2,S,18:57,M,554,19:06,coho,,,64.20762,-160.95227,5-7/8 in,1,0.8,,61,,,25
4150,8/3/2021,32,1,2,1,S,11:11,M,554,11:23,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4170,8/3/2021,32,1,2,2,S,11:11,M,525,11:28,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4190,8/3/2021,32,1,2,3,S,11:33,F,576,11:45,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4210,8/3/2021,32,1,2,4,S,11:53,F,524,12:10,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4230,8/3/2021,32,1,2,5,N,11:53,F,540,12:12,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4250,8/3/2021,32,1,2,6,N,12:16,F,560,12:27,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4270,8/3/2021,32,1,2,7,N,12:16,F,545,12:31,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4290,8/3/2021,32,1,2,8,N,12:41,F,536,12:47,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4310,8/3/2021,32,1,2,9,S,12:54,M,564,13:00,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4330,8/3/2021,32,1,2,10,S,13:08,F,539,13:16,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4350,8/3/2021,32,1,3,1,N,13:22,M,520,13:28,coho,"""dang ole seal""",,64.18202,-160.95561,5-7/8 in,0.9,0.7,,54.56,5,NW,0
4370,8/3/2021,32,1,3,2,N,15:12,M,591,15:22,coho,,,64.28779,-161.07721,5-7/8 in,0.9,0.7,,60.37,1,W,0
4390,8/3/2021,32,1,3,3,N,15:14,M,518,15:23,coho,,,64.28779,-161.07721,5-7/8 in,0.9,0.7,,60.37,1,W,0
4410,8/3/2021,32,1,3,4,N,15:28,M,567,15:38,coho,,,64.28779,-161.07721,5-7/8 in,0.9,0.7,,60.37,1,W,0
4430,8/3/2021,32,1,3,5,N,15:30,M,540,15:42,coho,,,64.28779,-161.07721,5-7/8 in,0.9,0.7,,60.37,1,W,0
4450,8/7/2021,32,1,4,1,S,16:25,M,532,16:31,coho,,,64.3179,-161.13464,5-7/8 in,0.5,0.2,60,57.08,10,SE,25
4470,8/8/2021,33,1,5,1,N,10:36,M,574,10:42,coho,,,64.28828,-161.07637,5-7/8 in,1,0.8,,56,10,W,100
4490,8/8/2021,33,1,5,2,N,10:36,M,582,10:46,coho,,,64.28828,-161.07637,5-7/8 in,1,0.8,,56,10,W,100
4510,8/8/2021,33,1,5,3,N,11:03,M,558,11:09,coho,,,64.28828,-161.07637,5-7/8 in,1,0.8,,56,10,W,100
4530,8/8/2021,33,1,5,4,S,11:25,F,493,11:31,coho,,,64.28828,-161.07637,5-7/8 in,1,0.8,,56,10,W,100
4550,8/8/2021,33,1,5,5,N,12:50,M,575,12:56,coho,,,64.27306,-161.0471,5-7/8 in,1,0.8,,56,10,W,100
4570,8/10/2021,33,1,6,1,N,11:58,M,967,12:05,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4590,8/10/2021,33,1,6,2,S,12:00,M,533,12:14,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4610,8/10/2021,33,1,6,3,N,12:27,M,516,12:50,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4630,8/10/2021,33,1,6,4,S,12:28,M,535,12:56,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4650,8/10/2021,33,1,6,5,N,12:28,M,554,12:56,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4670,8/10/2021,33,1,6,6,S,12:29,F,484,12:56,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4690,8/10/2021,33,1,6,7,S,13:02,F,588,13:11,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4710,8/10/2021,33,1,6,8,S,13:14,M,558,13:28,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4730,8/10/2021,33,1,6,9,S,13:17,F,523,13:31,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4750,8/10/2021,33,1,6,10,N,13:20,M,566,13:40,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4770,8/17/2021,34,1,7,1,N,12:34,M,592,12:41,coho,,,64.31863,-161.13444,5-7/8 in,0.3,0.2,46,52,10,SE,20
4790,8/17/2021,34,1,7,2,S,12:45,M,540,12:50,coho,,,64.31863,-161.13444,5-7/8 in,0.3,0.2,46,52,10,SE,20
4810,8/17/2021,34,1,7,3,N,13:05,M,529,13:14,coho,,,64.31863,-161.13444,5-7/8 in,0.3,0.2,46,52,10,SE,20
4830,8/17/2021,34,1,7,4,N,13:16,M,550,13:21,coho,,,64.31863,-161.13444,5-7/8 in,0.3,0.2,46,52,10,SE,20
4850,8/17/2021,34,1,7,5,N,13:24,F,511,13:31,coho,,,64.31863,-161.13444,5-7/8 in,0.3,0.2,46,52,10,SE,20
4870,8/17/2021,34,1,7,6,S,13:05,M,538,15:10,coho,,,64.28698,-161.07819,5-7/8 in,0.3,0.2,50,53.37,5,SE,40
4890,8/17/2021,34,1,7,7,N,13:13,M,535,15:24,coho,,,64.28698,-161.07819,5-7/8 in,0.3,0.2,50,53.37,5,SE,40
4910,8/22/2021,35,2,9,1,N,17:05,F,525,17:12,coho,,,64.32941,-161.15459,5-5/8 in,0.5,0.3,54,50,6,SE,85
4930,8/22/2021,35,2,9,2,S,17:17,M,479,17:23,coho,,,64.32941,-161.15459,5-5/8 in,0.5,0.3,54,50,6,SE,85
4950,8/22/2021,35,2,9,3,S,17:26,M,556,17:33,coho,,,64.32941,-161.15459,5-5/8 in,0.5,0.3,54,50,6,SE,85
4970,8/23/2021,35,2,10,1,S,11:25,M,578,11:29,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
4990,8/23/2021,35,2,10,2,S,11:27,M,548,11:34,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5010,8/23/2021,35,2,10,3,S,11:27,F,537,11:38,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5030,8/23/2021,35,2,10,4,N,11:27,M,529,11:41,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5050,8/23/2021,35,2,10,5,S,11:28,M,516,11:44,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5070,8/23/2021,35,2,10,6,S,11:28,M,520,11:48,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5090,8/23/2021,35,2,10,7,N,11:29,F,615,11:52,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5110,8/23/2021,35,2,10,8,S,11:29,F,525,11:55,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5130,8/23/2021,35,2,10,9,S,12:00,F,548,12:07,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5150,8/23/2021,35,2,10,10,S,12:01,M,579,12:13,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5170,8/23/2021,35,2,11,1,N,12:10,F,548,12:19,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5190,8/23/2021,35,2,11,2,N,12:13,F,554,12:23,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5210,8/23/2021,35,2,11,3,N,12:14,F,559,12:26,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5230,8/23/2021,35,2,11,4,S,12:28,M,535,12:35,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5250,8/23/2021,35,2,11,5,S,12:44,M,534,12:48,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5270,8/23/2021,35,2,11,6,S,13:02,F,539,13:11,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5290,8/23/2021,35,2,11,7,S,13:03,M,579,13:16,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5310,8/23/2021,35,2,11,8,S,13:23,M,586,13:29,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5330,8/23/2021,35,2,11,9,S,13:23,F,539,13:32,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5350,8/23/2021,35,2,11,10,S,13:23,F,584,13:35,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5370,8/23/2021,35,2,12,1,S,13:39,M,592,13:51,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5390,8/23/2021,35,2,12,2,S,13:46,F,576,13:51,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5410,8/23/2021,35,2,12,3,N,13:46,M,578,13:56,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5430,8/23/2021,35,2,12,4,S,13:46,M,544,13:59,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5450,8/23/2021,35,2,12,5,N,13:46,M,594,14:02,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5470,8/23/2021,35,2,12,6,N,13:48,M,516,14:05,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
