"","tag.ID","ymd.hms","array","lat","long","sex","species","stock","unix"
"562",3795,2020-08-27 09:13:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1598519580
"6361",3855,2020-08-25 15:22:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598368920
"567",3855,2020-08-25 16:34:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1598373240
"566",3855,2020-08-26 14:55:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598453700
"5851",3895,2020-08-25 16:37:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598373420
"571",3895,2020-08-25 16:39:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598373540
"572",3895,2020-08-26 11:40:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1598442000
"570",3895,2020-08-27 09:11:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598519460
"8071",3915,2020-08-25 15:16:00,"C",63.95455,-160.85202,"F","coho","Unalakleet",1598368560
"574",3915,2020-08-25 16:25:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1598372700
"573",3915,2020-08-26 18:02:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1598464920
"6771",3935,2020-08-25 16:37:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598373420
"576",3935,2020-08-25 16:42:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1598373720
"575",3935,2020-08-26 10:43:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598438580
"7781",3975,2020-08-25 16:39:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598373540
"579",3975,2020-08-25 16:41:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598373660
"580",3975,2020-08-26 14:33:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598452380
"578",3975,2020-08-26 22:29:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598480940
"6211",3995,2020-08-25 16:41:00,"C",63.95455,-160.85202,"M","coho","Transitory",1598373660
"583",3995,2020-08-25 16:43:00,"5",63.95299,-160.888171,"M","coho","Transitory",1598373780
"582",3995,2020-08-26 12:15:00,"6",63.691418,-160.88228,"M","coho","Transitory",1598444100
"581",3995,2020-08-26 17:55:00,"7",63.550473,-161.146236,"M","coho","Transitory",1598464500
"2881",4015,2020-07-31 10:30:00,"C",64.30035,-161.10313,"M","coho","Unalakleet",1596191400
"586",4015,2020-08-01 15:58:00,"4",64.130854,-160.98861,"M","coho","Unalakleet",1596297480
"587",4015,2020-08-02 21:55:00,"4",64.130854,-160.98861,"M","coho","Unalakleet",1596405300
"585",4015,2020-08-03 13:42:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1596462120
"584",4015,2020-08-05 19:03:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1596654180
"3121",4035,2020-07-31 10:30:00,"C",64.30035,-161.10313,"M","coho","Unalakleet",1596191400
"590",4035,2020-08-03 05:00:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1596430800
"589",4035,2020-08-03 16:37:00,"5",63.953644,-160.863799,"M","coho","Unalakleet",1596472620
"588",4035,2020-08-04 07:09:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1596524940
"6841",4055,2020-07-31 11:20:00,"C",64.30035,-161.10313,"M","coho","Shaktoolik",1596194400
"591",4055,2020-08-02 03:18:00,"T",64.320926,-161.107788,"M","coho","Shaktoolik",1596338280
"3231",4075,2020-07-31 13:05:00,"C",64.27227,-161.04572,"M","coho","Shaktoolik",1596200700
"592",4075,2020-08-05 02:17:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1596593820
"2621",4155,2020-08-01 12:30:00,"C",64.27188,-161.04538,"F","coho","Unalakleet",1596285000
"606",4155,2020-08-02 15:52:00,"4",64.130854,-160.98861,"F","coho","Unalakleet",1596383520
"605",4155,2020-08-05 16:14:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1596644040
"604",4155,2020-08-06 09:14:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1596705240
"8711",4175,2020-08-05 10:12:00,"C",64.20107,-160.95113,"M","coho","Transitory",1596622320
"610",4175,2020-08-11 18:14:00,"4",64.130854,-160.98861,"M","coho","Transitory",1597169640
"609",4175,2020-08-15 10:32:00,"5",63.953644,-160.863799,"M","coho","Transitory",1597487520
"608",4175,2020-08-16 23:19:00,"6",63.693551,-160.8998,"M","coho","Transitory",1597619940
"607",4175,2020-08-17 14:43:00,"7",63.548826,-161.134898,"M","coho","Transitory",1597675380
"5731",4190,2021-08-03 11:45:00,"C",64.18202,-160.95561,"F","coho","Shaktoolik",1627991100
"612",4190,2021-08-03 22:01:00,"4",64.131144,-160.970255,"F","coho","Shaktoolik",1628028060
"611",4190,2021-08-05 14:32:00,"T",64.320926,-161.107788,"F","coho","Shaktoolik",1628173920
"2561",4235,2020-08-05 12:37:00,"C",64.2434,-160.99139,"M","coho","Transitory",1596631020
"619",4235,2020-08-08 09:00:00,"3",64.376093,-161.533817,"M","coho","Transitory",1596877200
"621",4235,2020-08-09 08:10:00,"2",64.535826,-161.37641,"M","coho","Transitory",1596960600
"620",4235,2020-08-09 17:18:00,"3",64.364748,-161.551676,"M","coho","Transitory",1596993480
"618",4235,2020-08-10 11:56:00,"4",64.131287,-160.957982,"M","coho","Transitory",1597060560
"617",4235,2020-08-10 18:38:00,"5",63.953644,-160.863799,"M","coho","Transitory",1597084680
"616",4235,2020-08-11 08:06:00,"6",63.691418,-160.88228,"M","coho","Transitory",1597133160
"615",4235,2020-08-11 16:23:00,"7",63.547179,-161.123543,"M","coho","Transitory",1597162980
"4711",4250,2021-08-03 12:27:00,"C",64.18202,-160.95561,"F","coho","Unalakleet",1627993620
"624",4250,2021-08-04 03:46:00,"4",64.131144,-160.970255,"F","coho","Unalakleet",1628048760
"623",4250,2021-08-04 14:56:00,"5",63.953841,-160.857668,"F","coho","Unalakleet",1628088960
"622",4250,2021-08-05 09:52:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1628157120
"2271",4255,2020-08-05 13:37:00,"C",64.27306,-161.04833,"M","coho","Unalakleet",1596634620
"627",4255,2020-08-07 17:31:00,"6",63.691418,-160.88228,"M","coho","Unalakleet",1596821460
"626",4255,2020-08-08 08:16:00,"7",63.548007,-161.129208,"M","coho","Unalakleet",1596874560
"625",4255,2020-08-12 18:09:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597255740
"4361",4270,2021-08-03 12:31:00,"C",64.18202,-160.95561,"F","coho","Unalakleet",1627993860
"629",4270,2021-08-05 22:48:00,"5",63.953475,-160.869926,"F","coho","Unalakleet",1628203680
"628",4270,2021-08-06 15:33:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1628263980
"5371",4275,2020-08-05 15:00:00,"C",64.18247,-160.95675,"F","coho","Unalakleet",1596639600
"631",4275,2020-08-07 10:33:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1596796380
"630",4275,2020-08-07 23:28:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1596842880
"5111",4295,2020-08-06 08:53:00,"C",64.30087,-161.10278,"M","coho","Unalakleet",1596703980
"635",4295,2020-08-08 03:19:00,"4",64.130941,-160.982481,"M","coho","Unalakleet",1596856740
"634",4295,2020-08-08 14:18:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1596896280
"633",4295,2020-08-08 20:38:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1596919080
"5661",4315,2020-08-06 09:11:00,"C",64.30087,-161.10278,"F","coho","Unalakleet",1596705060
"637",4315,2020-08-07 19:55:00,"4",64.131287,-160.957982,"F","coho","Unalakleet",1596830100
"636",4315,2020-08-08 12:44:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1596890640
"8441",4330,2021-08-03 13:16:00,"C",64.18202,-160.95561,"F","coho","Shaktoolik",1627996560
"639",4330,2021-08-04 06:57:00,"4",64.131144,-160.970255,"F","coho","Shaktoolik",1628060220
"640",4330,2021-08-18 11:44:00,"4",64.131144,-160.970255,"F","coho","Shaktoolik",1629287040
"638",4330,2021-08-19 16:45:00,"S",64.366297,-161.093039,"F","coho","Shaktoolik",1629391500
"3131",4335,2020-08-06 09:50:00,"C",64.30087,-161.10278,"F","coho","Unalakleet",1596707400
"644",4335,2020-08-07 19:27:00,"3",64.364748,-161.551676,"F","coho","Unalakleet",1596828420
"643",4335,2020-08-09 07:06:00,"4",64.131144,-160.970255,"F","coho","Unalakleet",1596956760
"642",4335,2020-08-09 17:37:00,"5",63.953644,-160.863799,"F","coho","Unalakleet",1596994620
"641",4335,2020-08-10 06:09:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597039740
"4021",4355,2020-08-07 09:30:00,"C",64.318,-161.13549,"M","coho","Transitory",1596792600
"653",4355,2020-08-08 08:48:00,"3",64.376093,-161.533817,"M","coho","Transitory",1596876480
"652",4355,2020-08-09 18:42:00,"4",64.131052,-160.976405,"M","coho","Transitory",1596998520
"651",4355,2020-08-10 14:13:00,"6",63.691418,-160.88228,"M","coho","Transitory",1597068780
"650",4355,2020-08-10 21:59:00,"7",63.547179,-161.123543,"M","coho","Transitory",1597096740
"3961",4375,2020-08-07 10:30:00,"C",64.28751,-161.07744,"M","coho","Unalakleet",1596796200
"657",4375,2020-08-09 18:39:00,"4",64.131052,-160.976405,"M","coho","Unalakleet",1596998340
"656",4375,2020-08-10 07:37:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597045020
"655",4375,2020-08-10 23:35:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597102500
"6910",4415,2020-08-07 13:08:00,"C",64.20131,-160.95188,"M","coho","Unalakleet",1596805680
"661",4415,2020-08-10 02:01:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597024860
"660",4415,2020-08-16 06:34:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1597559640
"2901",4435,2020-08-07 13:35:00,"C",64.20131,-160.95188,"M","coho","Unalakleet",1596807300
"664",4435,2020-08-09 07:50:00,"4",64.130854,-160.98861,"M","coho","Unalakleet",1596959400
"663",4435,2020-08-12 11:03:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597230180
"662",4435,2020-08-12 20:01:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597262460
"4171",4470,2021-08-08 10:42:00,"C",64.28828,-161.07637,"M","coho","Unalakleet",1628419320
"669",4470,2021-08-10 18:09:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1628618940
"668",4470,2021-08-11 04:21:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1628655660
"667",4470,2021-08-11 20:54:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1628715240
"3671",4475,2020-08-07 14:10:00,"C",64.20131,-160.95188,"M","coho","Unalakleet",1596809400
"672",4475,2020-08-09 16:27:00,"4",64.131144,-160.970255,"M","coho","Unalakleet",1596990420
"671",4475,2020-08-09 21:50:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597009800
"670",4475,2020-08-10 11:11:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597057860
"7110",4495,2020-08-07 14:25:00,"C",64.20131,-160.95188,"M","coho","Unalakleet",1596810300
"675",4495,2020-08-07 23:13:00,"4",64.131144,-160.970255,"M","coho","Unalakleet",1596841980
"674",4495,2020-08-11 00:44:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1597106640
"5581",4510,2021-08-08 11:09:00,"C",64.28828,-161.07637,"M","coho","Shaktoolik",1628420940
"676",4510,2021-08-10 16:25:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1628612700
"3071",4515,2020-08-07 15:15:00,"C",64.20131,-160.95188,"M","coho","Unalakleet",1596813300
"679",4515,2020-08-10 17:05:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597079100
"678",4515,2020-08-10 23:35:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597102500
"677",4515,2020-08-11 14:49:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597157340
"5751",4530,2021-08-08 11:31:00,"C",64.28828,-161.07637,"F","coho","Shaktoolik",1628422260
"680",4530,2021-08-10 13:34:00,"T",64.318634,-161.122722,"F","coho","Shaktoolik",1628602440
"2601",4535,2020-08-10 09:28:00,"C",64.28699,-161.07575,"F","coho","Unalakleet",1597051680
"684",4535,2020-08-12 11:07:00,"4",64.131287,-160.957982,"F","coho","Unalakleet",1597230420
"682",4535,2020-08-12 21:14:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597266840
"683",4535,2020-08-13 09:16:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597310160
"681",4535,2020-08-15 08:29:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597480140
"3311",4550,2021-08-08 12:56:00,"C",64.27306,-161.0471,"M","coho","Unalakleet",1628427360
"687",4550,2021-08-10 19:14:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1628622840
"686",4550,2021-08-11 06:32:00,"5",63.953644,-160.863799,"M","coho","Unalakleet",1628663520
"685",4550,2021-08-12 22:47:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1628808420
"4011",4575,2020-08-10 10:15:00,"C",64.28699,-161.07575,"M","coho","Unalakleet",1597054500
"700",4575,2020-08-12 12:43:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1597236180
"698",4575,2020-08-12 18:33:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597257180
"699",4575,2020-08-13 08:35:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597307700
"697",4575,2020-08-13 22:46:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597358760
"2401",4590,2021-08-10 12:14:00,"C",64.358,-161.20599,"M","coho","Shaktoolik",1628597640
"701",4590,2021-08-16 10:36:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1629110160
"3471",4595,2020-08-10 11:13:00,"C",64.28699,-161.07575,"M","coho","Unalakleet",1597057980
"703",4595,2020-08-13 05:23:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1597296180
"702",4595,2020-08-14 14:26:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597415160
"2951",4610,2021-08-10 12:50:00,"C",64.358,-161.20599,"M","coho","Shaktoolik",1628599800
"704",4610,2021-08-15 15:24:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1629041040
"3861",4615,2020-08-10 12:19:00,"C",64.132,-160.95424,"F","coho","Unalakleet",1597061940
"707",4615,2020-08-10 12:23:00,"4",64.131287,-160.957982,"F","coho","Unalakleet",1597062180
"706",4615,2020-08-12 08:43:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1597221780
"705",4615,2020-08-13 06:51:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597301460
"5711",4630,2021-08-10 12:56:00,"C",64.358,-161.20599,"M","coho","Transitory",1628600160
"708",4630,2021-08-12 15:54:00,"1",64.719596,-161.517487,"M","coho","Transitory",1628783640
"5641",4635,2020-08-10 12:30:00,"C",64.132,-160.95424,"M","coho","Shaktoolik",1597062600
"710",4635,2020-08-10 12:39:00,"4",64.131287,-160.957982,"M","coho","Shaktoolik",1597063140
"711",4635,2020-08-11 08:11:00,"4",64.130854,-160.98861,"M","coho","Shaktoolik",1597133460
"709",4635,2020-08-12 15:37:00,"S",64.366297,-161.093039,"M","coho","Shaktoolik",1597246620
"2921",4650,2021-08-10 12:56:00,"C",64.358,-161.20599,"M","coho","Shaktoolik",1628600160
"712",4650,2021-08-15 19:13:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1629054780
"3581",4655,2020-08-10 12:33:00,"C",64.132,-160.95424,"M","coho","Unalakleet",1597062780
"715",4655,2020-08-10 14:06:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597068360
"716",4655,2020-08-11 22:01:00,"4",64.130854,-160.98861,"M","coho","Unalakleet",1597183260
"717",4655,2020-08-12 23:14:00,"4",64.130854,-160.98861,"M","coho","Unalakleet",1597274040
"714",4655,2020-08-13 06:30:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597300200
"713",4655,2020-08-13 13:58:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597327080
"7210",4675,2020-08-10 12:42:00,"C",64.132,-160.95424,"M","coho","Unalakleet",1597063320
"721",4675,2020-08-10 12:48:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597063680
"722",4675,2020-08-13 20:01:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597348860
"720",4675,2020-08-17 22:01:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1597701660
"3921",4690,2021-08-10 13:11:00,"C",64.358,-161.20599,"F","coho","Transitory",1628601060
"723",4690,2021-08-12 00:20:00,"3",64.373826,-161.537393,"F","coho","Transitory",1628727600
"724",4690,2021-08-12 09:45:00,"3",64.373826,-161.537393,"F","coho","Transitory",1628761500
"725",4690,2021-08-14 04:23:00,"2",64.535826,-161.37641,"F","coho","Transitory",1628914980
"6021",4695,2020-08-10 13:43:00,"C",64.18195,-160.95771,"M","coho","Unalakleet",1597066980
"726",4695,2020-08-10 23:19:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597101540
"1753",4695,2020-08-11 12:00:00,"E",64.039991,-160.900489,"M","coho","Unalakleet",1597147200
"2651",4710,2021-08-10 13:28:00,"C",64.358,-161.20599,"M","coho","Unalakleet",1628602080
"728",4710,2021-08-12 13:06:00,"4",64.131144,-160.970255,"M","coho","Unalakleet",1628773560
"727",4710,2021-08-15 08:44:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629017040
"7410",4735,2020-08-10 14:03:00,"C",64.18195,-160.95771,"M","coho","Unalakleet",1597068180
"733",4735,2020-08-12 09:52:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597225920
"732",4735,2020-08-12 23:07:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1597273620
"2861",4750,2021-08-10 13:40:00,"C",64.358,-161.20599,"M","coho","Shaktoolik",1628602800
"735",4750,2021-08-11 09:09:00,"3",64.373826,-161.537393,"M","coho","Shaktoolik",1628672940
"736",4750,2021-08-13 22:57:00,"3",64.367045,-161.548138,"M","coho","Shaktoolik",1628895420
"734",4750,2021-08-15 23:07:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1629068820
"4761",4755,2020-08-10 14:04:00,"C",64.18195,-160.95771,"M","coho","Unalakleet",1597068240
"739",4755,2020-08-11 16:21:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597162860
"738",4755,2020-08-11 23:14:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597187640
"737",4755,2020-08-12 10:11:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597227060
"7510",4775,2020-08-10 14:06:00,"C",64.18195,-160.95771,"M","coho","Unalakleet",1597068360
"742",4775,2020-08-12 11:20:00,"4",64.131144,-160.970255,"M","coho","Unalakleet",1597231200
"741",4775,2020-08-12 22:40:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1597272000
"7811",4795,2020-08-10 14:56:00,"C",64.18195,-160.95771,"M","coho","Unalakleet",1597071360
"745",4795,2020-08-10 20:07:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1597090020
"744",4795,2020-08-11 08:12:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597133520
"743",4795,2020-08-11 20:36:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597178160
"3141",4810,2021-08-17 13:14:00,"C",64.31863,-161.13444,"M","coho","Shaktoolik",1629206040
"746",4810,2021-08-21 08:15:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1629533700
"5131",4815,2020-08-10 14:56:00,"C",64.18195,-160.95771,"M","coho","Unalakleet",1597071360
"749",4815,2020-08-12 11:56:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1597233360
"748",4815,2020-08-12 18:41:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597257660
"747",4815,2020-08-13 02:13:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597284780
"3981",4835,2020-08-10 14:57:00,"C",64.18195,-160.95771,"M","coho","Unalakleet",1597071420
"1770",4835,2020-08-14 12:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597406400
"2581",4850,2021-08-17 13:31:00,"C",64.31863,-161.13444,"F","coho","Unalakleet",1629207060
"753",4850,2021-08-19 19:39:00,"4",64.131144,-160.970255,"F","coho","Unalakleet",1629401940
"752",4850,2021-08-20 12:27:00,"5",63.953841,-160.857668,"F","coho","Unalakleet",1629462420
"751",4850,2021-08-22 14:54:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1629644040
"4901",4855,2020-08-10 14:57:00,"C",64.18195,-160.95771,"M","coho","Unalakleet",1597071420
"757",4855,2020-08-10 17:50:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597081800
"756",4855,2020-08-11 00:21:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597105260
"755",4855,2020-08-11 20:10:00,"6",63.691418,-160.88228,"M","coho","Unalakleet",1597176600
"754",4855,2020-08-12 09:04:00,"G",63.860209,-160.697523,"M","coho","Unalakleet",1597223040
"8021",4875,2020-08-10 15:27:00,"C",64.18195,-160.95771,"M","coho","Unalakleet",1597073220
"760",4875,2020-08-10 19:15:00,"4",64.131052,-160.976405,"M","coho","Unalakleet",1597086900
"759",4875,2020-08-11 10:55:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597143300
"758",4875,2020-08-11 18:44:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597171440
"6941",4895,2020-08-11 09:42:00,"C",64.18224,-160.95687,"M","coho","Unalakleet",1597138920
"763",4895,2020-08-12 05:41:00,"4",64.131052,-160.976405,"M","coho","Unalakleet",1597210860
"762",4895,2020-08-12 16:34:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597250040
"761",4895,2020-08-13 00:07:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597277220
"4931",4930,2021-08-22 17:23:00,"C",64.32941,-161.15459,"M","coho","Shaktoolik",1629652980
"1754",4930,2021-08-25 17:00:00,"S",64.366297,-161.093039,"M","coho","Shaktoolik",1629910800
"3191",4935,2020-08-11 09:42:00,"C",64.18224,-160.95687,"M","coho","Unalakleet",1597138920
"769",4935,2020-08-14 12:33:00,"4",64.131052,-160.976405,"M","coho","Unalakleet",1597408380
"768",4935,2020-08-14 22:59:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597445940
"1771",4935,2020-08-15 12:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597492800
"2171",4955,2020-08-11 09:42:00,"C",64.18224,-160.95687,"M","coho","Unalakleet",1597138920
"772",4955,2020-08-11 14:00:00,"4",64.130941,-160.982481,"M","coho","Unalakleet",1597154400
"771",4955,2020-08-16 11:37:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597577820
"770",4955,2020-08-18 09:24:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597742640
"7841",5030,2021-08-23 11:41:00,"C",64.18222,-160.95553,"M","coho","Unalakleet",1629718860
"785",5030,2021-08-23 15:51:00,"4",64.131144,-160.970255,"M","coho","Unalakleet",1629733860
"784",5030,2021-08-24 01:37:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1629769020
"783",5030,2021-08-24 16:59:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629824340
"4291",5035,2020-08-11 10:13:00,"C",64.18224,-160.95687,"M","coho","Unalakleet",1597140780
"788",5035,2020-08-13 20:09:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597349340
"787",5035,2020-08-14 10:00:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597399200
"786",5035,2020-08-14 16:54:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597424040
"3021",5055,2020-08-11 10:14:00,"C",64.18224,-160.95687,"M","coho","Transitory",1597140840
"790",5055,2020-08-13 15:24:00,"3",64.376093,-161.533817,"M","coho","Transitory",1597332240
"791",5055,2020-08-13 21:44:00,"2",64.548512,-161.386132,"M","coho","Transitory",1597355040
"789",5055,2020-08-15 11:22:00,"I",64.830505,-160.740074,"M","coho","Transitory",1597490520
"4731",5070,2021-08-23 11:48:00,"C",64.18222,-160.95553,"M","coho","Unalakleet",1629719280
"792",5070,2021-08-24 20:24:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1629836640
"1772",5070,2021-08-25 17:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1629910800
"3571",5075,2020-08-11 10:15:00,"C",64.18224,-160.95687,"F","coho","Unalakleet",1597140900
"795",5075,2020-08-13 15:41:00,"4",64.131052,-160.976405,"F","coho","Unalakleet",1597333260
"794",5075,2020-08-13 21:18:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597353480
"793",5075,2020-08-14 11:42:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597405320
"4311",5095,2020-08-11 10:25:00,"C",64.18224,-160.95687,"F","coho","Transitory",1597141500
"799",5095,2020-08-11 18:41:00,"4",64.130941,-160.982481,"F","coho","Transitory",1597171260
"798",5095,2020-08-12 20:34:00,"5",63.95299,-160.888171,"F","coho","Transitory",1597264440
"797",5095,2020-08-14 09:13:00,"6",63.691418,-160.88228,"F","coho","Transitory",1597396380
"796",5095,2020-08-14 15:36:00,"7",63.547179,-161.123543,"F","coho","Transitory",1597419360
"4481",5110,2021-08-23 11:55:00,"C",64.18222,-160.95553,"F","coho","Transitory",1629719700
"802",5110,2021-08-24 09:02:00,"4",64.131144,-160.970255,"F","coho","Transitory",1629795720
"800",5110,2021-08-25 13:07:00,"7",63.548826,-161.134898,"F","coho","Transitory",1629896820
"801",5110,2021-08-25 21:53:00,"7",63.548007,-161.129208,"F","coho","Transitory",1629928380
"5031",5150,2021-08-23 12:13:00,"C",64.18222,-160.95553,"M","coho","Transitory",1629720780
"809",5150,2021-08-26 01:36:00,"1",64.732402,-161.527414,"M","coho","Transitory",1629941760
"5591",5175,2020-08-11 10:57:00,"C",64.18224,-160.95687,"M","coho","Unalakleet",1597143420
"815",5175,2020-08-12 20:49:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597265340
"814",5175,2020-08-13 08:36:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597307760
"813",5175,2020-08-13 16:10:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597335000
"5841",5190,2021-08-23 12:23:00,"C",64.18222,-160.95553,"F","coho","Unalakleet",1629721380
"816",5190,2021-08-23 20:25:00,"4",64.131144,-160.970255,"F","coho","Unalakleet",1629750300
"1773",5190,2021-08-25 13:00:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1629896400
"3041",5195,2020-08-11 10:58:00,"C",64.18224,-160.95687,"M","coho","Unalakleet",1597143480
"820",5195,2020-08-11 19:49:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597175340
"819",5195,2020-08-12 09:06:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597223160
"818",5195,2020-08-14 15:46:00,"7",63.547179,-161.123543,"M","coho","Unalakleet",1597419960
"817",5195,2020-08-15 11:28:00,"G",63.860209,-160.697523,"M","coho","Unalakleet",1597490880
"4691",5210,2021-08-23 12:26:00,"C",64.18222,-160.95553,"F","coho","Transitory",1629721560
"824",5210,2021-08-23 15:01:00,"4",64.131144,-160.970255,"F","coho","Transitory",1629730860
"823",5210,2021-08-24 20:25:00,"6",63.692109,-160.888144,"F","coho","Transitory",1629836700
"821",5210,2021-08-25 10:06:00,"7",63.548826,-161.134898,"F","coho","Transitory",1629885960
"822",5210,2021-08-25 18:46:00,"7",63.548007,-161.129208,"F","coho","Transitory",1629917160
